1779080599.043319 server started (1536774): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1779080599.043350 on Linux 6.17.0-23-generic #23-Ubuntu SMP PREEMPT_DYNAMIC Sat Apr 11 23:29:57 UTC 2026
1779080599.043363 using libevent 2.1.12-stable poll
1779080599.043367 using ncurses 6.5 20250216
1779080599.067340 args_parse: 3 = send-keys -X next-word (type COMMANDS)
1779080599.067342 cmd_parse_build_commands: bind-key -T copy-mode-vi w { send-keys -X next-word }
1779080599.067343 cmdq_get_command: [bind-key/0x733020ec4200] group 2528
1779080599.067344 cmdq_append <global>: [bind-key/0x733020ec4200]
1779080599.067344 yylex_token: end at WS
1779080599.067345 yylex_token: bind
1779080599.067346 yylex_token: end at WS
1779080599.067346 yylex_token: -Tcopy-mode-vi
1779080599.067347 yylex_token: end at WS
1779080599.067348 yylex_token: {
1779080599.067348 yylex_token: end at WS
1779080599.067349 yylex_token: send
1779080599.067350 yylex_token: end at WS
1779080599.067350 yylex_token: -X
1779080599.067351 yylex_token: end at WS
1779080599.067352 yylex_token: previous-paragraph
1779080599.067353 cmd_parse_build_commands 0:0: bind
1779080599.067353 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779080599.067354 cmd_parse_build_commands 0:2: {
1779080599.067355 cmd_parse_build_commands 0:3 0:0: send
1779080599.067356 cmd_parse_build_commands 0:3 0:1: -X
1779080599.067356 cmd_parse_build_commands 0:3 0:2: previous-paragraph
1779080599.067357 cmd_parse_build_commands 0:0: send
1779080599.067358 cmd_parse_build_commands 0:1: -X
1779080599.067358 cmd_parse_build_commands 0:2: previous-paragraph
1779080599.067360 args_parse_flags: next -X
1779080599.067360 args_parse_flags: -X
1779080599.067361 args_parse_flags: next previous-paragraph
1779080599.067362 args_parse: flags end at 2 of 3
1779080599.067362 args_parse: 2 = previous-paragraph (type STRING)
1779080599.067364 cmd_parse_build_commands: send-keys -X previous-paragraph
1779080599.067365 args_parse_flags: next -Tcopy-mode-vi
1779080599.067365 args_parse_flag_argument: -T = copy-mode-vi
1779080599.067366 args_parse_flags: next {
1779080599.067367 args_parse: flags end at 2 of 4
1779080599.067368 args_parse: 2 = { (type STRING)
1779080599.067369 args_parse: 3 = send-keys -X previous-paragraph (type COMMANDS)
1779080599.067372 cmd_parse_build_commands: bind-key -T copy-mode-vi \\{ { send-keys -X previous-paragraph }
1779080599.067372 cmdq_get_command: [bind-key/0x733020ec4300] group 2536
1779080599.067373 cmdq_append <global>: [bind-key/0x733020ec4300]
1779080599.067374 yylex_token: end at WS
1779080599.067374 yylex_token: bind
1779080599.067375 yylex_token: end at WS
1779080599.067376 yylex_token: -Tcopy-mode-vi
1779080599.067377 yylex_token: end at WS
1779080599.067377 yylex_token: }
1779080599.067378 yylex_token: end at WS
1779080599.067379 yylex_token: send
1779080599.067379 yylex_token: end at WS
1779080599.067380 yylex_token: -X
1779080599.067381 yylex_token: end at WS
1779080599.067381 yylex_token: next-paragraph
1779080599.067382 cmd_parse_build_commands 0:0: bind
1779080599.067383 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779080599.067384 cmd_parse_build_commands 0:2: }
1779080599.067384 cmd_parse_build_commands 0:3 0:0: send
1779080599.067385 cmd_parse_build_commands 0:3 0:1: -X
1779080599.067386 cmd_parse_build_commands 0:3 0:2: next-paragraph
1779080599.067386 cmd_parse_build_commands 0:0: send
1779080599.067387 cmd_parse_build_commands 0:1: -X
1779080599.067388 cmd_parse_build_commands 0:2: next-paragraph
1779080599.067389 args_parse_flags: next -X
1779080599.067390 args_parse_flags: -X
1779080599.067391 args_parse_flags: next next-paragraph
1779080599.067391 args_parse: flags end at 2 of 3
1779080599.067392 args_parse: 2 = next-paragraph (type STRING)
1779080599.067393 cmd_parse_build_commands: send-keys -X next-paragraph
1779080599.067394 args_parse_flags: next -Tcopy-mode-vi
1779080599.067395 args_parse_flag_argument: -T = copy-mode-vi
1779080599.067395 args_parse_flags: next }
1779080599.067396 args_parse: flags end at 2 of 4
1779080599.067397 args_parse: 2 = } (type STRING)
1779080599.067398 args_parse: 3 = send-keys -X next-paragraph (type COMMANDS)
1779080599.067400 cmd_parse_build_commands: bind-key -T copy-mode-vi \\} { send-keys -X next-paragraph }
1779080599.067401 cmdq_get_command: [bind-key/0x733020ec4400] group 2544
1779080599.067402 cmdq_append <global>: [bind-key/0x733020ec4400]
1779080599.067402 yylex_token: end at WS
1779080599.067403 yylex_token: bind
1779080599.067404 yylex_token: end at WS
1779080599.067404 yylex_token: -Tcopy-mode-vi
1779080599.067405 yylex_get_word: %
1779080599.067406 yylex_token: end at WS
1779080599.067406 yylex_token: send
1779080599.067407 yylex_token: end at WS
1779080599.067408 yylex_token: -X
1779080599.067409 yylex_token: end at WS
1779080599.067409 yylex_token: next-matching-bracket
1779080599.067410 cmd_parse_build_commands 0:0: bind
1779080599.067411 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779080599.067412 cmd_parse_build_commands 0:2: %
1779080599.067413 cmd_parse_build_commands 0:3 0:0: send
1779080599.067413 cmd_parse_build_commands 0:3 0:1: -X
1779080599.067414 cmd_parse_build_commands 0:3 0:2: next-matching-bracket
1779080599.067415 cmd_parse_build_commands 0:0: send
1779080599.067415 cmd_parse_build_commands 0:1: -X
1779080599.067416 cmd_parse_build_commands 0:2: next-matching-bracket
1779080599.067417 args_parse_flags: next -X
1779080599.067418 args_parse_flags: -X
1779080599.067419 args_parse_flags: next next-matching-bracket
1779080599.067419 args_parse: flags end at 2 of 3
1779080599.067420 args_parse: 2 = next-matching-bracket (type STRING)
1779080599.067421 cmd_parse_build_commands: send-keys -X next-matching-bracket
1779080599.067422 args_parse_flags: next -Tcopy-mode-vi
1779080599.067423 args_parse_flag_argument: -T = copy-mode-vi
1779080599.067423 args_parse_flags: next %
1779080599.067424 args_parse: flags end at 2 of 4
1779080599.067425 args_parse: 2 = % (type STRING)
1779080599.067426 args_parse: 3 = send-keys -X next-matching-bracket (type COMMANDS)
1779080599.067428 cmd_parse_build_commands: bind-key -T copy-mode-vi \\% { send-keys -X next-matching-bracket }
1779080599.067430 cmdq_get_command: [bind-key/0x733020ec4500] group 2552
1779080599.067430 cmdq_append <global>: [bind-key/0x733020ec4500]
1779080599.067431 yylex_token: end at WS
1779080599.067432 yylex_token: bind
1779080599.067433 yylex_token: end at WS
1779080599.067433 yylex_token: -Tcopy-mode-vi
1779080599.067434 yylex_token: end at WS
1779080599.067435 yylex_token: Home
1779080599.067435 yylex_token: end at WS
1779080599.067436 yylex_token: send
1779080599.067436 yylex_token: end at WS
1779080599.067437 yylex_token: -X
1779080599.067438 yylex_token: end at WS
1779080599.067439 yylex_token: start-of-line
1779080599.067439 cmd_parse_build_commands 0:0: bind
1779080599.067440 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779080599.067441 cmd_parse_build_commands 0:2: Home
1779080599.067442 cmd_parse_build_commands 0:3 0:0: send
1779080599.067442 cmd_parse_build_commands 0:3 0:1: -X
1779080599.067443 cmd_parse_build_commands 0:3 0:2: start-of-line
1779080599.067444 cmd_parse_build_commands 0:0: send
1779080599.067444 cmd_parse_build_commands 0:1: -X
1779080599.067445 cmd_parse_build_commands 0:2: start-of-line
1779080599.067446 args_parse_flags: next -X
1779080599.067447 args_parse_flags: -X
1779080599.067448 args_parse_flags: next start-of-line
1779080599.067448 args_parse: flags end at 2 of 3
1779080599.067449 args_parse: 2 = start-of-line (type STRING)
1779080599.067452 cmd_parse_build_commands: send-keys -X start-of-line
1779080599.067453 args_parse_flags: next -Tcopy-mode-vi
1779080599.067453 args_parse_flag_argument: -T = copy-mode-vi
1779080599.067454 args_parse_flags: next Home
1779080599.067455 args_parse: flags end at 2 of 4
1779080599.067455 args_parse: 2 = Home (type STRING)
1779080599.067456 args_parse: 3 = send-keys -X start-of-line (type COMMANDS)
1779080599.067459 cmd_parse_build_commands: bind-key -T copy-mode-vi Home { send-keys -X start-of-line }
1779080599.067460 cmdq_get_command: [bind-key/0x733020ec4600] group 2560
1779080599.067460 cmdq_append <global>: [bind-key/0x733020ec4600]
1779080599.067461 yylex_token: end at WS
1779080599.067462 yylex_token: bind
1779080599.067463 yylex_token: end at WS
1779080599.067463 yylex_token: -Tcopy-mode-vi
1779080599.067464 yylex_token: end at WS
1779080599.067464 yylex_token: End
1779080599.067465 yylex_token: end at WS
1779080599.067466 yylex_token: send
1779080599.067466 yylex_token: end at WS
1779080599.067467 yylex_token: -X
1779080599.067468 yylex_token: end at WS
1779080599.067468 yylex_token: end-of-line
1779080599.067469 cmd_parse_build_commands 0:0: bind
1779080599.067470 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779080599.067471 cmd_parse_build_commands 0:2: End
1779080599.067471 cmd_parse_build_commands 0:3 0:0: send
1779080599.067472 cmd_parse_build_commands 0:3 0:1: -X
1779080599.067473 cmd_parse_build_commands 0:3 0:2: end-of-line
1779080599.067474 cmd_parse_build_commands 0:0: send
1779080599.067474 cmd_parse_build_commands 0:1: -X
1779080599.067475 cmd_parse_build_commands 0:2: end-of-line
1779080599.067476 args_parse_flags: next -X
1779080599.067477 args_parse_flags: -X
1779080599.067477 args_parse_flags: next end-of-line
1779080599.067478 args_parse: flags end at 2 of 3
1779080599.067479 args_parse: 2 = end-of-line (type STRING)
1779080599.067480 cmd_parse_build_commands: send-keys -X end-of-line
1779080599.067481 args_parse_flags: next -Tcopy-mode-vi
1779080599.067481 args_parse_flag_argument: -T = copy-mode-vi
1779080599.067482 args_parse_flags: next End
1779080599.067483 args_parse: flags end at 2 of 4
1779080599.067483 args_parse: 2 = End (type STRING)
1779080599.067485 args_parse: 3 = send-keys -X end-of-line (type COMMANDS)
1779080599.067487 cmd_parse_build_commands: bind-key -T copy-mode-vi End { send-keys -X end-of-line }
1779080599.067488 cmdq_get_command: [bind-key/0x733020ec4700] group 2568
1779080599.067489 cmdq_append <global>: [bind-key/0x733020ec4700]
1779080599.067489 yylex_token: end at WS
1779080599.067490 yylex_token: bind
1779080599.067491 yylex_token: end at WS
1779080599.067492 yylex_token: -Tcopy-mode-vi
1779080599.067493 yylex_token: end at WS
1779080599.067494 yylex_token: MouseDown1Pane
1779080599.067495 yylex_token: end at WS
1779080599.067496 yylex_token: select-pane
1779080599.067496 cmd_parse_build_commands 0:0: bind
1779080599.067497 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779080599.067498 cmd_parse_build_commands 0:2: MouseDown1Pane
1779080599.067499 cmd_parse_build_commands 0:3 0:0: select-pane
1779080599.067499 cmd_parse_build_commands 0:0: select-pane
1779080599.067501 args_parse: flags end at 1 of 1
1779080599.067504 cmd_parse_build_commands: select-pane
1779080599.067505 args_parse_flags: next -Tcopy-mode-vi
1779080599.067506 args_parse_flag_argument: -T = copy-mode-vi
1779080599.067506 args_parse_flags: next MouseDown1Pane
1779080599.067507 args_parse: flags end at 2 of 4
1779080599.067508 args_parse: 2 = MouseDown1Pane (type STRING)
1779080599.067509 args_parse: 3 = select-pane (type COMMANDS)
1779080599.067511 cmd_parse_build_commands: bind-key -T copy-mode-vi MouseDown1Pane { select-pane }
1779080599.067512 cmdq_get_command: [bind-key/0x733020ec4800] group 2576
1779080599.067512 cmdq_append <global>: [bind-key/0x733020ec4800]
1779080599.067513 yylex_token: end at WS
1779080599.067514 yylex_token: bind
1779080599.067515 yylex_token: end at WS
1779080599.067515 yylex_token: -Tcopy-mode-vi
1779080599.067516 yylex_token: end at WS
1779080599.067517 yylex_token: MouseDrag1Pane
1779080599.067518 yylex_token: end at ;
1779080599.067518 yylex_token: select-pane
1779080599.067519 yylex_token: end at WS
1779080599.067520 yylex_token: send
1779080599.067520 yylex_token: end at WS
1779080599.067521 yylex_token: -X
1779080599.067522 yylex_token: end at WS
1779080599.067522 yylex_token: begin-selection
1779080599.067523 cmd_parse_build_commands 0:0: bind
1779080599.067524 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779080599.067525 cmd_parse_build_commands 0:2: MouseDrag1Pane
1779080599.067526 cmd_parse_build_commands 0:3 0:0: select-pane
1779080599.067526 cmd_parse_build_commands 0:3 1:0: send
1779080599.067527 cmd_parse_build_commands 0:3 1:1: -X
1779080599.067528 cmd_parse_build_commands 0:3 1:2: begin-selection
1779080599.067529 cmd_parse_build_commands 0:0: select-pane
1779080599.067529 cmd_parse_build_commands 1:0: send
1779080599.067530 cmd_parse_build_commands 1:1: -X
1779080599.067531 cmd_parse_build_commands 1:2: begin-selection
1779080599.067533 args_parse: flags end at 1 of 1
1779080599.067534 args_parse_flags: next -X
1779080599.067535 args_parse_flags: -X
1779080599.067535 args_parse_flags: next begin-selection
1779080599.067536 args_parse: flags end at 2 of 3
1779080599.067537 args_parse: 2 = begin-selection (type STRING)
1779080599.067539 cmd_parse_build_commands: select-pane ; send-keys -X begin-selection
1779080599.067539 args_parse_flags: next -Tcopy-mode-vi
1779080599.067540 args_parse_flag_argument: -T = copy-mode-vi
1779080599.067541 args_parse_flags: next MouseDrag1Pane
1779080599.067541 args_parse: flags end at 2 of 4
1779080599.067542 args_parse: 2 = MouseDrag1Pane (type STRING)
1779080599.067544 args_parse: 3 = select-pane ; send-keys -X begin-selection (type COMMANDS)
1779080599.067547 cmd_parse_build_commands: bind-key -T copy-mode-vi MouseDrag1Pane { select-pane ; send-keys -X begin-selection }
1779080599.067548 cmdq_get_command: [bind-key/0x733020ec4900] group 2584
1779080599.067549 cmdq_append <global>: [bind-key/0x733020ec4900]
1779080599.067549 yylex_token: end at WS
1779080599.067550 yylex_token: bind
1779080599.067551 yylex_token: end at WS
1779080599.067552 yylex_token: -Tcopy-mode-vi
1779080599.067553 yylex_token: end at WS
1779080599.067553 yylex_token: MouseDragEnd1Pane
1779080599.067554 yylex_token: end at WS
1779080599.067555 yylex_token: send
1779080599.067555 yylex_token: end at WS
1779080599.067556 yylex_token: -X
1779080599.067557 yylex_token: end at WS
1779080599.067558 yylex_token: copy-pipe-and-cancel
1779080599.067558 cmd_parse_build_commands 0:0: bind
1779080599.067559 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779080599.067560 cmd_parse_build_commands 0:2: MouseDragEnd1Pane
1779080599.067561 cmd_parse_build_commands 0:3 0:0: send
1779080599.067562 cmd_parse_build_commands 0:3 0:1: -X
1779080599.067563 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1779080599.067564 cmd_parse_build_commands 0:0: send
1779080599.067564 cmd_parse_build_commands 0:1: -X
1779080599.067565 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1779080599.067566 args_parse_flags: next -X
1779080599.067567 args_parse_flags: -X
1779080599.067567 args_parse_flags: next copy-pipe-and-cancel
1779080599.067568 args_parse: flags end at 2 of 3
1779080599.067569 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1779080599.067570 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1779080599.067571 args_parse_flags: next -Tcopy-mode-vi
1779080599.067572 args_parse_flag_argument: -T = copy-mode-vi
1779080599.067572 args_parse_flags: next MouseDragEnd1Pane
1779080599.067573 args_parse: flags end at 2 of 4
1779080599.067574 args_parse: 2 = MouseDragEnd1Pane (type STRING)
1779080599.067575 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1779080599.067578 cmd_parse_build_commands: bind-key -T copy-mode-vi MouseDragEnd1Pane { send-keys -X copy-pipe-and-cancel }
1779080599.067579 cmdq_get_command: [bind-key/0x733020ec4a00] group 2593
1779080599.067579 cmdq_append <global>: [bind-key/0x733020ec4a00]
1779080599.067580 yylex_token: end at WS
1779080599.067581 yylex_token: bind
1779080599.067582 yylex_token: end at WS
1779080599.067582 yylex_token: -Tcopy-mode-vi
1779080599.067583 yylex_token: end at WS
1779080599.067584 yylex_token: WheelUpPane
1779080599.067585 yylex_token: end at ;
1779080599.067585 yylex_token: select-pane
1779080599.067586 yylex_token: end at WS
1779080599.067587 yylex_token: send
1779080599.067587 yylex_token: end at WS
1779080599.067588 yylex_token: -N5
1779080599.067589 yylex_token: end at WS
1779080599.067589 yylex_token: -X
1779080599.067590 yylex_token: end at WS
1779080599.067591 yylex_token: scroll-up
1779080599.067591 cmd_parse_build_commands 0:0: bind
1779080599.067592 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779080599.067593 cmd_parse_build_commands 0:2: WheelUpPane
1779080599.067594 cmd_parse_build_commands 0:3 0:0: select-pane
1779080599.067594 cmd_parse_build_commands 0:3 1:0: send
1779080599.067595 cmd_parse_build_commands 0:3 1:1: -N5
1779080599.067596 cmd_parse_build_commands 0:3 1:2: -X
1779080599.067596 cmd_parse_build_commands 0:3 1:3: scroll-up
1779080599.067597 cmd_parse_build_commands 0:0: select-pane
1779080599.067598 cmd_parse_build_commands 1:0: send
1779080599.067598 cmd_parse_build_commands 1:1: -N5
1779080599.067599 cmd_parse_build_commands 1:2: -X
1779080599.067600 cmd_parse_build_commands 1:3: scroll-up
1779080599.067601 args_parse: flags end at 1 of 1
1779080599.067602 args_parse_flags: next -N5
1779080599.067603 args_parse_flag_argument: -N = 5
1779080599.067604 args_parse_flags: next -X
1779080599.067604 args_parse_flags: -X
1779080599.067605 args_parse_flags: next scroll-up
1779080599.067606 args_parse: flags end at 3 of 4
1779080599.067606 args_parse: 3 = scroll-up (type STRING)
1779080599.067609 cmd_parse_build_commands: select-pane ; send-keys -X -N 5 scroll-up
1779080599.067609 args_parse_flags: next -Tcopy-mode-vi
1779080599.067610 args_parse_flag_argument: -T = copy-mode-vi
1779080599.067611 args_parse_flags: next WheelUpPane
1779080599.067611 args_parse: flags end at 2 of 4
1779080599.067612 args_parse: 2 = WheelUpPane (type STRING)
1779080599.067614 args_parse: 3 = select-pane ; send-keys -X -N 5 scroll-up (type COMMANDS)
1779080599.067617 cmd_parse_build_commands: bind-key -T copy-mode-vi WheelUpPane { select-pane ; send-keys -X -N 5 scroll-up }
1779080599.067618 cmdq_get_command: [bind-key/0x733020ec4b00] group 2601
1779080599.067618 cmdq_append <global>: [bind-key/0x733020ec4b00]
1779080599.067619 yylex_token: end at WS
1779080599.067620 yylex_token: bind
1779080599.067621 yylex_token: end at WS
1779080599.067621 yylex_token: -Tcopy-mode-vi
1779080599.067622 yylex_token: end at WS
1779080599.067623 yylex_token: WheelDownPane
1779080599.067625 yylex_token: end at ;
1779080599.067625 yylex_token: select-pane
1779080599.067626 yylex_token: end at WS
1779080599.067626 yylex_token: send
1779080599.067627 yylex_token: end at WS
1779080599.067628 yylex_token: -N5
1779080599.067628 yylex_token: end at WS
1779080599.067629 yylex_token: -X
1779080599.067630 yylex_token: end at WS
1779080599.067630 yylex_token: scroll-down
1779080599.067631 cmd_parse_build_commands 0:0: bind
1779080599.067632 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779080599.067633 cmd_parse_build_commands 0:2: WheelDownPane
1779080599.067633 cmd_parse_build_commands 0:3 0:0: select-pane
1779080599.067634 cmd_parse_build_commands 0:3 1:0: send
1779080599.067635 cmd_parse_build_commands 0:3 1:1: -N5
1779080599.067635 cmd_parse_build_commands 0:3 1:2: -X
1779080599.067636 cmd_parse_build_commands 0:3 1:3: scroll-down
1779080599.067637 cmd_parse_build_commands 0:0: select-pane
1779080599.067638 cmd_parse_build_commands 1:0: send
1779080599.067638 cmd_parse_build_commands 1:1: -N5
1779080599.067639 cmd_parse_build_commands 1:2: -X
1779080599.067640 cmd_parse_build_commands 1:3: scroll-down
1779080599.067641 args_parse: flags end at 1 of 1
1779080599.067642 args_parse_flags: next -N5
1779080599.067643 args_parse_flag_argument: -N = 5
1779080599.067643 args_parse_flags: next -X
1779080599.067644 args_parse_flags: -X
1779080599.067645 args_parse_flags: next scroll-down
1779080599.067645 args_parse: flags end at 3 of 4
1779080599.067646 args_parse: 3 = scroll-down (type STRING)
1779080599.067648 cmd_parse_build_commands: select-pane ; send-keys -X -N 5 scroll-down
1779080599.067649 args_parse_flags: next -Tcopy-mode-vi
1779080599.067650 args_parse_flag_argument: -T = copy-mode-vi
1779080599.067650 args_parse_flags: next WheelDownPane
1779080599.067651 args_parse: flags end at 2 of 4
1779080599.067652 args_parse: 2 = WheelDownPane (type STRING)
1779080599.067654 args_parse: 3 = select-pane ; send-keys -X -N 5 scroll-down (type COMMANDS)
1779080599.067656 cmd_parse_build_commands: bind-key -T copy-mode-vi WheelDownPane { select-pane ; send-keys -X -N 5 scroll-down }
1779080599.067657 cmdq_get_command: [bind-key/0x733020ec4c00] group 2610
1779080599.067658 cmdq_append <global>: [bind-key/0x733020ec4c00]
1779080599.067659 yylex_token: end at WS
1779080599.067659 yylex_token: bind
1779080599.067660 yylex_token: end at WS
1779080599.067661 yylex_token: -Tcopy-mode-vi
1779080599.067662 yylex_token: end at WS
1779080599.067663 yylex_token: DoubleClick1Pane
1779080599.067663 yylex_token: end at ;
1779080599.067664 yylex_token: select-pane
1779080599.067665 yylex_token: end at WS
1779080599.067665 yylex_token: send
1779080599.067666 yylex_token: end at WS
1779080599.067667 yylex_token: -X
1779080599.067668 yylex_token: end at ;
1779080599.067668 yylex_token: select-word
1779080599.067669 yylex_token: end at WS
1779080599.067670 yylex_token: run
1779080599.067670 yylex_token: end at ;
1779080599.067671 yylex_token: -d0.3
1779080599.067672 yylex_token: end at WS
1779080599.067672 yylex_token: send
1779080599.067673 yylex_token: end at WS
1779080599.067674 yylex_token: -X
1779080599.067675 yylex_token: end at WS
1779080599.067675 yylex_token: copy-pipe-and-cancel
1779080599.067676 cmd_parse_build_commands 0:0: bind
1779080599.067677 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779080599.067678 cmd_parse_build_commands 0:2: DoubleClick1Pane
1779080599.067678 cmd_parse_build_commands 0:3 0:0: select-pane
1779080599.067679 cmd_parse_build_commands 0:3 1:0: send
1779080599.067680 cmd_parse_build_commands 0:3 1:1: -X
1779080599.067680 cmd_parse_build_commands 0:3 1:2: select-word
1779080599.067681 cmd_parse_build_commands 0:3 2:0: run
1779080599.067682 cmd_parse_build_commands 0:3 2:1: -d0.3
1779080599.067682 cmd_parse_build_commands 0:3 3:0: send
1779080599.067683 cmd_parse_build_commands 0:3 3:1: -X
1779080599.067684 cmd_parse_build_commands 0:3 3:2: copy-pipe-and-cancel
1779080599.067685 cmd_parse_build_commands 0:0: select-pane
1779080599.067685 cmd_parse_build_commands 1:0: send
1779080599.067687 cmd_parse_build_commands 1:1: -X
1779080599.067688 cmd_parse_build_commands 1:2: select-word
1779080599.067688 cmd_parse_build_commands 2:0: run
1779080599.067689 cmd_parse_build_commands 2:1: -d0.3
1779080599.067690 cmd_parse_build_commands 3:0: send
1779080599.067690 cmd_parse_build_commands 3:1: -X
1779080599.067691 cmd_parse_build_commands 3:2: copy-pipe-and-cancel
1779080599.067692 args_parse: flags end at 1 of 1
1779080599.067693 args_parse_flags: next -X
1779080599.067694 args_parse_flags: -X
1779080599.067695 args_parse_flags: next select-word
1779080599.067695 args_parse: flags end at 2 of 3
1779080599.067696 args_parse: 2 = select-word (type STRING)
1779080599.067697 args_parse_flags: next -d0.3
1779080599.067698 args_parse_flag_argument: -d = 0.3
1779080599.067699 args_parse: flags end at 2 of 2
1779080599.067700 args_parse_flags: next -X
1779080599.067701 args_parse_flags: -X
1779080599.067701 args_parse_flags: next copy-pipe-and-cancel
1779080599.067702 args_parse: flags end at 2 of 3
1779080599.067703 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1779080599.067705 cmd_parse_build_commands: select-pane ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel
1779080599.067706 args_parse_flags: next -Tcopy-mode-vi
1779080599.067707 args_parse_flag_argument: -T = copy-mode-vi
1779080599.067708 args_parse_flags: next DoubleClick1Pane
1779080599.067708 args_parse: flags end at 2 of 4
1779080599.067709 args_parse: 2 = DoubleClick1Pane (type STRING)
1779080599.067712 args_parse: 3 = select-pane ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel (type COMMANDS)
1779080599.067716 cmd_parse_build_commands: bind-key -T copy-mode-vi DoubleClick1Pane { select-pane ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1779080599.067717 cmdq_get_command: [bind-key/0x733020ec4d00] group 2619
1779080599.067718 cmdq_append <global>: [bind-key/0x733020ec4d00]
1779080599.067719 yylex_token: end at WS
1779080599.067719 yylex_token: bind
1779080599.067720 yylex_token: end at WS
1779080599.067721 yylex_token: -Tcopy-mode-vi
1779080599.067722 yylex_token: end at WS
1779080599.067722 yylex_token: TripleClick1Pane
1779080599.067723 yylex_token: end at ;
1779080599.067724 yylex_token: select-pane
1779080599.067725 yylex_token: end at WS
1779080599.067725 yylex_token: send
1779080599.067726 yylex_token: end at WS
1779080599.067727 yylex_token: -X
1779080599.067727 yylex_token: end at ;
1779080599.067728 yylex_token: select-line
1779080599.067729 yylex_token: end at WS
1779080599.067729 yylex_token: run
1779080599.067730 yylex_token: end at ;
1779080599.067731 yylex_token: -d0.3
1779080599.067731 yylex_token: end at WS
1779080599.067732 yylex_token: send
1779080599.067733 yylex_token: end at WS
1779080599.067733 yylex_token: -X
1779080599.067737 yylex_token: end at WS
1779080599.067738 yylex_token: copy-pipe-and-cancel
1779080599.067739 cmd_parse_build_commands 0:0: bind
1779080599.067739 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779080599.067740 cmd_parse_build_commands 0:2: TripleClick1Pane
1779080599.067741 cmd_parse_build_commands 0:3 0:0: select-pane
1779080599.067741 cmd_parse_build_commands 0:3 1:0: send
1779080599.067742 cmd_parse_build_commands 0:3 1:1: -X
1779080599.067743 cmd_parse_build_commands 0:3 1:2: select-line
1779080599.067743 cmd_parse_build_commands 0:3 2:0: run
1779080599.067744 cmd_parse_build_commands 0:3 2:1: -d0.3
1779080599.067745 cmd_parse_build_commands 0:3 3:0: send
1779080599.067745 cmd_parse_build_commands 0:3 3:1: -X
1779080599.067746 cmd_parse_build_commands 0:3 3:2: copy-pipe-and-cancel
1779080599.067747 cmd_parse_build_commands 0:0: select-pane
1779080599.067748 cmd_parse_build_commands 1:0: send
1779080599.067748 cmd_parse_build_commands 1:1: -X
1779080599.067749 cmd_parse_build_commands 1:2: select-line
1779080599.067750 cmd_parse_build_commands 2:0: run
1779080599.067750 cmd_parse_build_commands 2:1: -d0.3
1779080599.067751 cmd_parse_build_commands 3:0: send
1779080599.067752 cmd_parse_build_commands 3:1: -X
1779080599.067753 cmd_parse_build_commands 3:2: copy-pipe-and-cancel
1779080599.067754 args_parse: flags end at 1 of 1
1779080599.067756 args_parse_flags: next -X
1779080599.067756 args_parse_flags: -X
1779080599.067757 args_parse_flags: next select-line
1779080599.067757 args_parse: flags end at 2 of 3
1779080599.067758 args_parse: 2 = select-line (type STRING)
1779080599.067759 args_parse_flags: next -d0.3
1779080599.067760 args_parse_flag_argument: -d = 0.3
1779080599.067761 args_parse: flags end at 2 of 2
1779080599.067762 args_parse_flags: next -X
1779080599.067763 args_parse_flags: -X
1779080599.067763 args_parse_flags: next copy-pipe-and-cancel
1779080599.067764 args_parse: flags end at 2 of 3
1779080599.067765 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1779080599.067767 cmd_parse_build_commands: select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel
1779080599.067768 args_parse_flags: next -Tcopy-mode-vi
1779080599.067769 args_parse_flag_argument: -T = copy-mode-vi
1779080599.067769 args_parse_flags: next TripleClick1Pane
1779080599.067770 args_parse: flags end at 2 of 4
1779080599.067771 args_parse: 2 = TripleClick1Pane (type STRING)
1779080599.067774 args_parse: 3 = select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel (type COMMANDS)
